Şəhər,Model,Yeni,Mühərrik,Yürüş,Ötürücü,price,Sürətlər qutusu,Rəng,Qəzalı,url,Sahiblər,Marka,Vəziyyəti,Hansı bazar üçün yığılıb,Buraxılış ili,Yerlərin sayı,Ban növü
Bakı,Forte,Xeyr,2.0 L / 147 a.g. / Benzin,199 559 km,Ön,23 700 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9736465-kia-forte,0,Kia,"Vuruğu yoxdur, rənglənməyib",Digər,2018,5,Sedan
Bakı,K5,Xeyr,2.0 L / 172 a.g. / Benzin,82 000 km,Ön,24 600 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741835-kia-k5,,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2015,5,Sedan
Bakı,Optima,Xeyr,2.0 L / 245 a.g. / Benzin,196 179 km,Ön,24 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9721023-kia-optima,,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,330,Xeyr,2.0 L / 252 a.g. / Plug-in Hibrid,187 000 km,Arxa,29 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9694033-bmw-330,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Bakı,009,Bəli,789 a.g. / Elektro,0 km,Tam,≈ 128 350 AZN,Avtomat (Reduktor),Qara,,https://turbo.az/autos/8427197-zeekr-009,,ZEEKR,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,,Minivan
Bakı,E 350,Xeyr,3.5 L / 292 a.g. / Benzin,264 014 km,Arxa,28 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741834-mercedes-e-350,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2009,5,Sedan
Bakı,740,Bəli,3.0 L / 286 a.g. / Dizel,0 km,Tam,311 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9699261-bmw-740,,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,Sedan
Bakı,C11,Bəli,1.5 L / 272 a.g. / Plug-in Hibrid,0 km,Arxa,45 900 AZN,Avtomat (Reduktor),Gümüşü,,https://turbo.az/autos/9067488-leapmotor-c11,,Leapmotor,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,"Offroader / SUV, 5 qapı"
Bakı,XC90,Bəli,2.0 L / 455 a.g. / Plug-in Hibrid,0 km,Tam,≈ 160 569 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9163678-volvo-xc90,,Volvo,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,,"Offroader / SUV, 5 qapı"
Bakı,E 220 d,Xeyr,2.2 L / 170 a.g. / Dizel,209 000 km,Arxa,49 800 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9461426-mercedes-e-220-d,,Mercedes,"Vuruğu yoxdur, rənglənməyib",,2017,,Sedan
Bakı,X5,Xeyr,2.0 L / 313 a.g. / Plug-in Hibrid,140 000 km,Tam,≈ 56 100 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9681491-bmw-x5,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,,"Offroader / SUV, 5 qapı"
Bakı,Malibu,Xeyr,1.5 L / 160 a.g. / Benzin,159 700 km,Ön,20 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9614009-chevrolet-malibu,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,Sedan
Bakı,190,Xeyr,2.0 L / 122 a.g. / Benzin,312 500 km,Arxa,4 200 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9738912-mercedes-190,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,1993,4,Sedan
Bakı,Sprinter 515,Xeyr,2.2 L / 129 a.g. / Dizel,215 000 km,Arxa,27 900 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9636540-mercedes-sprinter-515,2,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2006,,Yük maşını
Bakı,L200,Xeyr,2.4 L / 154 a.g. / Dizel,98 000 km,Tam,56 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9714625-mitsubishi-l200,,Mitsubishi,"Vuruğu yoxdur, rənglənməyib",,2021,5,"Pikap, ikiqat kabin"
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,139 500 km,Arxa,31 800 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9481452-bmw-528,1,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,,Sedan
Bakı,Range Rover,Xeyr,3.0 L / 340 a.g. / Benzin,98 170 km,Tam,≈ 102 850 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9728168-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",,2019,5,"Offroader / SUV, 5 qapı"
Bakı,Santa Fe,Xeyr,2.0 L / 186 a.g. / Dizel,178 000 km,Tam,31 000 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9730259-hyundai-santa-fe,,Hyundai,"Vuruğu yoxdur, rənglənib",Koreya,2015,5,"Offroader / SUV, 5 qapı"
Bakı,Apache RTR 160 4V,Bəli,200 sm3/ 18 a.g. / Benzin,0 km,Arxa,4 599 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9206548-tvs-apache-rtr-160-4v,0,TVS,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,2,Motosiklet
Bakı,Rio,Xeyr,1.4 L / 107 a.g. / Benzin,166 000 km,Ön,16 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9741612-kia-rio,,Kia,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2014,5,Sedan
Sabirabad,2106,Xeyr,1.5 L / 72 a.g. / Benzin,32 388 km,Arxa,1 500 AZN,Mexaniki (MT),Tünd qırmızı,,https://turbo.az/autos/9741844-lada-vaz-2106,,LADA (VAZ),"Vuruğu yoxdur, rənglənməyib",Rusiya,1988,5,Sedan
Bakı,CLS 450,Xeyr,3.0 L / 367 a.g. / Benzin,87 000 km,Arxa,≈ 85 000 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9673000-mercedes-cls-450,0,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,4,Sedan
Bakı,Santa Fe,Xeyr,2.0 L / 184 a.g. / Dizel,225 000 km,Ön,28 200 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8959784-hyundai-santa-fe,1,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2014,5,"Offroader / SUV, 5 qapı"
Bakı,Sprinter 315,Xeyr,2.2 L / 150 a.g. / Dizel,256 450 km,Arxa,29 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9739696-mercedes-sprinter-315,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2007,3,Yük maşını
Bakı,K5,Xeyr,1.6 L / 180 a.g. / Benzin,39 400 km,Tam,35 000 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9659783-kia-k5,,Kia,"Vuruğu yoxdur, rənglənməyib",Amerika,2022,5,Sedan
Bakı,Touring,Bəli,2.0 L / 150 a.g. / Dizel,0 km,Arxa,46 900 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8871858-jmc-touring,,JMC,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Furqon
Bakı,Cobalt,Xeyr,1.5 L / 106 a.g. / Benzin,23 000 km,Ön,20 490 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9515641-chevrolet-cobalt,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,Sedan
Bakı,GLB 250 4MATIC,Xeyr,2.0 L / 224 a.g. / Benzin,21 500 km,Tam,≈ 66 300 AZN,Avtomat (Robot),Qara,,https://turbo.az/autos/9741832-mercedes-glb-250-4matic,,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2023,5,"Offroader / SUV, 5 qapı"
Sumqayıt,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,286 000 km,Ön,11 300 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/9741843-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2006,5,Liftbek
Bakı,Carrying 4x2,Bəli,2.8 L / 122 a.g. / Dizel,0 km,Arxa,34 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8675975-jmc-carrying-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Çin,2024,3,Yük maşını
Bakı,Astra,Xeyr,1.9 L / 150 a.g. / Dizel,600 000 km,Ön,7 600 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9740748-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Amerika,2008,5,"Hetçbek, 5 qapı"
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,317 000 km,Ön,8 950 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9705583-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2007,5,"Universal, 5 qapı"
Bakı,K3,Xeyr,1.6 L / 136 a.g. / Dizel,123 000 km,Ön,21 800 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9683877-kia-k3,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,Sedan
Bakı,Vectra,Xeyr,1.6 L / 100 a.g. / Benzin,480 000 km,Ön,4 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741842-opel-vectra,,Opel,"Vuruğu var, rənglənib",Avropa,1997,5,Sedan
Bakı,Elantra,Bəli,1.6 L / 127 a.g. / Benzin,0 km,Ön,38 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/8645307-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2024,,Sedan
Bakı,X5,Xeyr,3.0 L / 340 a.g. / Benzin,51 000 km,Tam,≈ 145 350 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9599857-bmw-x5,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,Conquer 4x2,Bəli,2.9 L / 163 a.g. / Dizel,0 km,Arxa,49 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8871828-jmc-conquer-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Yük maşını
Bakı,Sonata,Bəli,2.0 L / 190 a.g. / Hibrid,0 km,Ön,50 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8645521-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2024,,Sedan
Bakı,Carrying 4x2,Bəli,2.8 L / 122 a.g. / Dizel,0 km,Arxa,32 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8994316-jmc-carrying-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Yük maşını
Xırdalan,Aqua,Xeyr,1.5 L / 74 a.g. / Hibrid,131 850 km,Ön,17 600 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9734369-toyota-aqua,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2019,5,"Hetçbek, 5 qapı"
Bakı,Malibu,Xeyr,1.5 L / 160 a.g. / Benzin,190 000 km,Ön,18 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9678295-chevrolet-malibu,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,Astra,Xeyr,1.4 L / 90 a.g. / Benzin,282 000 km,Ön,10 500 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9605396-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,5,"Hetçbek, 5 qapı"
Bakı,RR Sport,Xeyr,3.0 L / 400 a.g. / Benzin,49 500 km,Tam,149 990 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9064537-land-rover-rr-sport,0,Land Rover,"Vuruğu yoxdur, rənglənməyib",Digər,2023,5,"Offroader / SUV, 5 qapı"
Bakı,H6,Bəli,1.5 L / 243 a.g. / Hibrid,0 km,Ön,45 900 AZN,Avtomat (DHT),Qara,,https://turbo.az/autos/8289466-haval-h6,,Haval,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Forester,Bəli,2.5 L / 181 a.g. / Benzin,0 km,Tam,≈ 69 530 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/7571007-subaru-forester,,Subaru,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,,"Offroader / SUV, 5 qapı"
Bakı,RAV4,Bəli,2.5 L / 218 a.g. / Hibrid,0 km,Ön,≈ 64 770 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9401173-toyota-rav4,,Toyota,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,63 000 km,Ön,22 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9727675-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,Sorento,Xeyr,2.0 L / 185 a.g. / Dizel,96 000 km,Ön,41 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9585121-kia-sorento,1,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,"Offroader / SUV, 5 qapı"
Bakı,Camry,Xeyr,2.5 L / 232 a.g. / Hibrid,11 000 km,Tam,≈ 60 860 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9719886-toyota-camry,,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2024,5,Sedan
Bakı,GL 450 4MATIC,Xeyr,3.0 L / 333 a.g. / Benzin,202 000 km,Tam,46 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9433897-mercedes-gl-450-4matic,2,Mercedes,"Vuruğu yoxdur, rənglənməyib",Amerika,2014,7,"Offroader / SUV, 5 qapı"
Qazax,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,121 850 km,Ön,22 700 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9676929-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",Amerika,2019,5,Sedan
Bakı,Elantra,Xeyr,2.0 L / 150 a.g. / Benzin,115 551 km,Ön,23 199 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9732487-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2018,5,Sedan
Bakı,Cruze,Xeyr,1.8 L / 141 a.g. / Benzin,350 000 km,Ön,11 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9718520-chevrolet-cruze,0,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Avropa,2013,5,"Hetçbek, 5 qapı"
Bakı,Transit,Xeyr,2.4 L / 140 a.g. / Dizel,172 645 km,Arxa,30 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9587268-ford-transit,0,Ford,"Vuruğu yoxdur, rənglənməyib",,2008,3,Yük maşını
Sumqayıt,Prius,Xeyr,1.5 L / 76 a.g. / Hibrid,286 000 km,Ön,11 300 AZN,Avtomat (Variator),Boz,,https://turbo.az/autos/9741843-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Amerika,2006,5,Liftbek
Bakı,Carrying 4x2,Bəli,2.8 L / 122 a.g. / Dizel,0 km,Arxa,34 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8675975-jmc-carrying-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Çin,2024,3,Yük maşını
Bakı,Astra,Xeyr,1.9 L / 150 a.g. / Dizel,600 000 km,Ön,7 600 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9740748-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Amerika,2008,5,"Hetçbek, 5 qapı"
Bakı,Astra,Xeyr,1.3 L / 90 a.g. / Dizel,317 000 km,Ön,8 950 AZN,Mexaniki (MT),Göy,,https://turbo.az/autos/9705583-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2007,5,"Universal, 5 qapı"
Bakı,K3,Xeyr,1.6 L / 136 a.g. / Dizel,123 000 km,Ön,21 800 AZN,Avtomat (Robot),Ağ,,https://turbo.az/autos/9683877-kia-k3,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,Sedan
Bakı,Vectra,Xeyr,1.6 L / 100 a.g. / Benzin,480 000 km,Ön,4 200 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741842-opel-vectra,,Opel,"Vuruğu var, rənglənib",Avropa,1997,5,Sedan
Bakı,Elantra,Bəli,1.6 L / 127 a.g. / Benzin,0 km,Ön,38 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/8645307-hyundai-elantra,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2024,,Sedan
Bakı,X5,Xeyr,3.0 L / 340 a.g. / Benzin,51 000 km,Tam,≈ 145 350 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9599857-bmw-x5,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2022,5,"Offroader / SUV, 5 qapı"
Bakı,Conquer 4x2,Bəli,2.9 L / 163 a.g. / Dizel,0 km,Arxa,49 000 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8871828-jmc-conquer-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Yük maşını
Bakı,Sonata,Bəli,2.0 L / 190 a.g. / Hibrid,0 km,Ön,50 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8645521-hyundai-sonata,,Hyundai,"Vuruğu yoxdur, rənglənməyib",,2024,,Sedan
Bakı,Carrying 4x2,Bəli,2.8 L / 122 a.g. / Dizel,0 km,Arxa,32 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/8994316-jmc-carrying-4x2,,JMC,"Vuruğu yoxdur, rənglənməyib",Avropa,2024,3,Yük maşını
Xırdalan,Aqua,Xeyr,1.5 L / 74 a.g. / Hibrid,131 850 km,Ön,17 600 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9734369-toyota-aqua,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2019,5,"Hetçbek, 5 qapı"
Bakı,Malibu,Xeyr,1.5 L / 160 a.g. / Benzin,190 000 km,Ön,18 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9678295-chevrolet-malibu,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,Astra,Xeyr,1.4 L / 90 a.g. / Benzin,282 000 km,Ön,10 500 AZN,Mexaniki (MT),Qara,,https://turbo.az/autos/9605396-opel-astra,,Opel,"Vuruğu yoxdur, rənglənməyib",Avropa,2008,5,"Hetçbek, 5 qapı"
Sumqayıt,X-Trail,Xeyr,2.0 L / 150 a.g. / Benzin,305 000 km,Tam,11 300 AZN,Avtomat (AT),Boz,,https://turbo.az/autos/9739012-nissan-x-trail,,Nissan,"Vuruğu yoxdur, rənglənməyib",Avropa,2002,5,"Offroader / SUV, 5 qapı"
Bakı,Note,Xeyr,1.2 L / 80 a.g. / Benzin,37 796 km,Ön,15 600 AZN,Avtomat (Variator),Tünd qırmızı,,https://turbo.az/autos/9738279-nissan-note,,Nissan,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2017,5,"Hetçbek, 5 qapı"
Bakı,Sorento,Xeyr,2.0 L / 184 a.g. / Dizel,224 000 km,Ön,24 600 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9737420-kia-sorento,,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2011,7,"Offroader / SUV, 5 qapı"
Bakı,Qiyuan A05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,27 900 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9736466-changan-qiyuan-a05,0,Changan,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,Sedan
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,135 000 km,Arxa,28 900 AZN,Avtomat (AT),Göy,,https://turbo.az/autos/9674073-bmw-528,0,BMW,"Vuruğu yoxdur, rənglənməyib",Amerika,2016,5,Sedan
Bakı,RAV4,Xeyr,2.0 L / 175 a.g. / Benzin,10 000 km,Ön,≈ 51 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9320643-toyota-rav4,1,Toyota,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,,"Offroader / SUV, 5 qapı"
Bakı,Cruze,Xeyr,1.4 L / 153 a.g. / Benzin,243 000 km,Ön,14 400 AZN,Avtomat (AT),Tünd qırmızı,,https://turbo.az/autos/9707968-chevrolet-cruze,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,Sedan
Gəncə,Accent,Xeyr,1.4 L / 100 a.g. / Benzin,57 000 km,Ön,19 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9737154-hyundai-accent,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2018,5,Sedan
Bakı,Touareg,Xeyr,4.1 L / 360 a.g. / Benzin,89 500 km,Tam,≈ 37 400 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9623243-volkswagen-touareg,,Volkswagen,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,"Offroader / SUV, 5 qapı"
Bakı,Note,Xeyr,1.2 L / 98 a.g. / Benzin,41 900 km,Ön,14 600 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/9741839-nissan-note,,Nissan,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2016,5,"Hetçbek, 5 qapı"
Bakı,Land Cruiser Prado,Xeyr,2.7 L / 163 a.g. / Benzin,185 000 km,Tam,26 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/8653462-toyota-land-cruiser-prado,1,Toyota,"Vuruğu yoxdur, rənglənməyib",,2007,7,"Offroader / SUV, 5 qapı"
Bakı,Camry,Bəli,2.0 L / 197 a.g. / Hibrid,0 km,Ön,57 040 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9661161-toyota-camry,0,Toyota,"Vuruğu yoxdur, rənglənməyib",Çin,2025,5,Sedan
Bakı,Qiyuan Q05,Bəli,1.5 L / 215 a.g. / Plug-in Hibrid,0 km,Ön,29 200 AZN,Avtomat (Variator),Ağ,,https://turbo.az/autos/9354551-changan-qiyuan-q05,0,Changan,"Vuruğu yoxdur, rənglənməyib",,2025,5,"Offroader / SUV, 5 qapı"
Bakı,Rehigh Y6,Bəli,340 a.g. / Elektro,0 km,Arxa,≈ 85 000 AZN,Avtomat (Reduktor),Yaşıl,,https://turbo.az/autos/9122989-dayun-rehigh-y6,1,Dayun,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2024,5,Sedan
Bakı,i40,Xeyr,1.7 L / 141 a.g. / Dizel,214 000 km,Ön,21 500 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9719919-hyundai-i40,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Koreya,2014,5,Sedan
Bakı,Sonata,Xeyr,2.4 L / 185 a.g. / Benzin,140 000 km,Ön,24 500 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9653650-hyundai-sonata,0,Hyundai,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2015,5,Sedan
Bakı,Range Rover,Xeyr,3.0 L / 360 a.g. / Benzin,83 686 km,Tam,≈ 79 050 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9556468-land-rover-range-rover,,Land Rover,"Vuruğu yoxdur, rənglənməyib",Amerika,2017,5,"Offroader / SUV, 5 qapı"
Bakı,Sorento,Xeyr,2.0 L / 184 a.g. / Dizel,143 000 km,Ön,37 800 AZN,Avtomat (AT),Yaş Asfalt,,https://turbo.az/autos/9722233-kia-sorento,0,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2017,5,"Offroader / SUV, 5 qapı"
Bakı,ES 350,Xeyr,3.5 L / 277 a.g. / Benzin,206 200 km,Ön,23 900 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9603187-lexus-es-350,0,Lexus,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2012,5,Sedan
Bakı,Sorento,Xeyr,2.0 L / 184 a.g. / Dizel,192 000 km,Ön,22 900 AZN,Avtomat (AT),Gümüşü,,https://turbo.az/autos/9726797-kia-sorento,,Kia,"Vuruğu yoxdur, rənglənməyib",Koreya,2009,7,"Offroader / SUV, 5 qapı"
Bakı,Spark,Xeyr,1.2 L / 84 a.g. / Benzin,199 000 km,Ön,10 900 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9663474-chevrolet-spark,,Chevrolet,"Vuruğu yoxdur, rənglənməyib",,2014,5,"Hetçbek, 5 qapı"
Bakı,RX 350,Xeyr,3.5 L / 270 a.g. / Benzin,147 800 km,Ön,18 700 AZN,Avtomat (AT),Ağ,,https://turbo.az/autos/9687577-lexus-rx-350,,Lexus,"Vuruğu yoxdur, rənglənməyib",Dubay,2008,5,"Offroader / SUV, 5 qapı"
Bakı,528,Xeyr,2.0 L / 245 a.g. / Benzin,140 000 km,Arxa,23 500 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9741847-bmw-528,,BMW,"Vuruğu yoxdur, rənglənməyib",,2013,5,Sedan
Xaçmaz,GAZel (3302-18),Xeyr,2.4 L / 131 a.g. / Benzin,552 000 km,Arxa,15 500 AZN,Mexaniki (MT),Ağ,,https://turbo.az/autos/9741846-gaz-gazel-3302-18,,GAZ,"Vuruğu yoxdur, rənglənməyib",Rusiya,2005,3,Yük maşını
Bakı,X5,Xeyr,3.0 L / 298 a.g. / Dizel,34 500 km,Tam,≈ 170 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9736770-bmw-x5,0,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2023,5,"Offroader / SUV, 5 qapı"
Bakı,X55,Bəli,1.5 L / 150 a.g. / Benzin,0 km,Ön,33 900 AZN,Avtomat (Robot),Göy,,https://turbo.az/autos/4397746-baic-x55,,Baic,"Vuruğu yoxdur, rənglənməyib",,2024,,"Offroader / SUV, 5 qapı"
Bakı,740,Bəli,3.0 L / 381 a.g. / Benzin,0 km,Tam,352 000 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/9589380-bmw-740,,BMW,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2025,5,Sedan
Bakı,Kicks,Xeyr,1.6 L / 125 a.g. / Benzin,56 750 km,Ön,24 000 AZN,Avtomat (Variator),Yaş Asfalt,,https://turbo.az/autos/9731729-nissan-kicks,0,Nissan,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2020,5,"Offroader / SUV, 5 qapı"
Bakı,E 300 e,Xeyr,2.0 L / 320 a.g. / Plug-in Hibrid,26 700 km,Arxa,≈ 89 250 AZN,Avtomat (AT),Qara,,https://turbo.az/autos/8354005-mercedes-e-300-e,1,Mercedes,"Vuruğu yoxdur, rənglənməyib",Avropa,2022,5,Sedan
Bakı,Prius,Xeyr,1.8 L / 99 a.g. / Hibrid,209 000 km,Ön,16 300 AZN,Avtomat (Variator),Gümüşü,,https://turbo.az/autos/9713841-toyota-prius,,Toyota,"Vuruğu yoxdur, rənglənməyib",Digər,2012,5,Liftbek
